Date,Month,Day,Year,Unemployment_Rate,Age_Group
2018-12-01,12,1,2018,1.7,25 to 34 years
2019-01-01,1,1,2019,2.6,25 to 34 years
2019-02-01,2,1,2019,1.9,25 to 34 years
2019-03-01,3,1,2019,2.2,25 to 34 years
2019-04-01,4,1,2019,1.5,25 to 34 years
2019-05-01,5,1,2019,2.4,25 to 34 years
2019-06-01,6,1,2019,2.4,25 to 34 years
2019-07-01,7,1,2019,3.5,25 to 34 years
2019-08-01,8,1,2019,3.1,25 to 34 years
2019-09-01,9,1,2019,2.0,25 to 34 years
2019-10-01,10,1,2019,2.2,25 to 34 years
2019-11-01,11,1,2019,1.4,25 to 34 years
2019-12-01,12,1,2019,1.4,25 to 34 years
2020-01-01,1,1,2020,1.4,25 to 34 years
2020-02-01,2,1,2020,1.6,25 to 34 years
2020-03-01,3,1,2020,2.2,25 to 34 years
2020-04-01,4,1,2020,4.9,25 to 34 years
2020-05-01,5,1,2020,5.2,25 to 34 years
2020-06-01,6,1,2020,6.3,25 to 34 years
2020-07-01,7,1,2020,7.0,25 to 34 years
2020-08-01,8,1,2020,6.8,25 to 34 years
2020-09-01,9,1,2020,4.1,25 to 34 years
2020-10-01,10,1,2020,4.4,25 to 34 years
2020-11-01,11,1,2020,3.7,25 to 34 years
2020-12-01,12,1,2020,3.5,25 to 34 years
2021-01-01,1,1,2021,3.6,25 to 34 years
2021-02-01,2,1,2021,2.5,25 to 34 years
2021-03-01,3,1,2021,3.7,25 to 34 years
2021-04-01,4,1,2021,2.0,25 to 34 years
2021-05-01,5,1,2021,2.7,25 to 34 years
2021-06-01,6,1,2021,3.1,25 to 34 years
2021-07-01,7,1,2021,4.1,25 to 34 years
2021-08-01,8,1,2021,2.7,25 to 34 years
2021-09-01,9,1,2021,2.6,25 to 34 years
2021-10-01,10,1,2021,1.8,25 to 34 years
2021-11-01,11,1,2021,1.3,25 to 34 years
2021-12-01,12,1,2021,1.6,25 to 34 years
2022-01-01,1,1,2022,2.5,25 to 34 years
2022-02-01,2,1,2022,1.1,25 to 34 years
2022-03-01,3,1,2022,1.1,25 to 34 years
2022-04-01,4,1,2022,1.6,25 to 34 years
2022-05-01,5,1,2022,1.8,25 to 34 years
2022-06-01,6,1,2022,1.8,25 to 34 years
2022-07-01,7,1,2022,2.6,25 to 34 years
2022-08-01,8,1,2022,2.6,25 to 34 years
2022-09-01,9,1,2022,2.4,25 to 34 years
2022-10-01,10,1,2022,2.1,25 to 34 years
2022-11-01,11,1,2022,2.0,25 to 34 years
2022-12-01,12,1,2022,1.5,25 to 34 years
2023-01-01,1,1,2023,2.4,25 to 34 years
2023-02-01,2,1,2023,2.4,25 to 34 years
2023-03-01,3,1,2023,1.8,25 to 34 years
2023-04-01,4,1,2023,1.6,25 to 34 years
2023-05-01,5,1,2023,1.2,25 to 34 years
2023-06-01,6,1,2023,2.5,25 to 34 years
2023-07-01,7,1,2023,2.1,25 to 34 years
2023-08-01,8,1,2023,2.9,25 to 34 years
2023-09-01,9,1,2023,2.1,25 to 34 years
2023-10-01,10,1,2023,2.2,25 to 34 years
2023-11-01,11,1,2023,1.8,25 to 34 years
2023-12-01,12,1,2023,1.7,25 to 34 years
2024-01-01,1,1,2024,1.5,25 to 34 years
2024-02-01,2,1,2024,2.5,25 to 34 years
2024-03-01,3,1,2024,2.3,25 to 34 years
2024-04-01,4,1,2024,3.0,25 to 34 years
2024-05-01,5,1,2024,1.4,25 to 34 years
2024-06-01,6,1,2024,2.8,25 to 34 years
2024-07-01,7,1,2024,2.4,25 to 34 years
2024-08-01,8,1,2024,4.2,25 to 34 years
2024-09-01,9,1,2024,2.6,25 to 34 years
2024-10-01,10,1,2024,2.8,25 to 34 years
2024-11-01,11,1,2024,2.1,25 to 34 years
2024-12-01,12,1,2024,2.2,25 to 34 years
2025-01-01,1,1,2025,2.3,25 to 34 years
2025-02-01,2,1,2025,3.0,25 to 34 years
2025-03-01,3,1,2025,2.9,25 to 34 years
2025-04-01,4,1,2025,1.7,25 to 34 years
2025-05-01,5,1,2025,2.0,25 to 34 years
2025-06-01,6,1,2025,2.7,25 to 34 years
2025-07-01,7,1,2025,5.0,25 to 34 years
2025-08-01,8,1,2025,3.9,25 to 34 years
2025-09-01,9,1,2025,4.8,25 to 34 years
2025-11-01,11,1,2025,3.6,25 to 34 years
2025-12-01,12,1,2025,3.3,25 to 34 years
2026-01-01,1,1,2026,3.3,25 to 34 years
2000-01-01,1,1,2000,1.6,35 to 44 years
2000-02-01,2,1,2000,1.5,35 to 44 years
2000-03-01,3,1,2000,1.7,35 to 44 years
2000-04-01,4,1,2000,1.5,35 to 44 years
2000-05-01,5,1,2000,1.2,35 to 44 years
2000-06-01,6,1,2000,1.6,35 to 44 years
2000-07-01,7,1,2000,2.8,35 to 44 years
2000-08-01,8,1,2000,2.1,35 to 44 years
2000-09-01,9,1,2000,2.2,35 to 44 years
2000-10-01,10,1,2000,1.6,35 to 44 years
2000-11-01,11,1,2000,1.3,35 to 44 years
2000-12-01,12,1,2000,0.9,35 to 44 years
2001-01-01,1,1,2001,1.3,35 to 44 years
2001-02-01,2,1,2001,1.9,35 to 44 years
2001-03-01,3,1,2001,2.2,35 to 44 years
2001-04-01,4,1,2001,1.5,35 to 44 years
2001-05-01,5,1,2001,1.6,35 to 44 years
2001-06-01,6,1,2001,1.5,35 to 44 years
2001-07-01,7,1,2001,2.3,35 to 44 years
2001-08-01,8,1,2001,3.0,35 to 44 years
2001-09-01,9,1,2001,3.1,35 to 44 years
2001-10-01,10,1,2001,2.5,35 to 44 years
2001-11-01,11,1,2001,3.4,35 to 44 years
2001-12-01,12,1,2001,2.6,35 to 44 years
2002-01-01,1,1,2002,2.8,35 to 44 years
2002-02-01,2,1,2002,2.6,35 to 44 years
2002-03-01,3,1,2002,2.3,35 to 44 years
2002-04-01,4,1,2002,2.6,35 to 44 years
2002-05-01,5,1,2002,2.4,35 to 44 years
2002-06-01,6,1,2002,2.9,35 to 44 years
2002-07-01,7,1,2002,3.3,35 to 44 years
2002-08-01,8,1,2002,3.7,35 to 44 years
2002-09-01,9,1,2002,3.4,35 to 44 years
2002-10-01,10,1,2002,3.7,35 to 44 years
2002-11-01,11,1,2002,2.2,35 to 44 years
2002-12-01,12,1,2002,2.6,35 to 44 years
2003-01-01,1,1,2003,2.1,35 to 44 years
2003-02-01,2,1,2003,2.4,35 to 44 years
2003-03-01,3,1,2003,1.9,35 to 44 years
2003-04-01,4,1,2003,2.3,35 to 44 years
2003-05-01,5,1,2003,3.2,35 to 44 years
2003-06-01,6,1,2003,4.0,35 to 44 years
2003-07-01,7,1,2003,3.9,35 to 44 years
2003-08-01,8,1,2003,3.7,35 to 44 years
2003-09-01,9,1,2003,3.0,35 to 44 years
2003-10-01,10,1,2003,2.0,35 to 44 years
2003-11-01,11,1,2003,2.2,35 to 44 years
2003-12-01,12,1,2003,2.5,35 to 44 years
2004-01-01,1,1,2004,2.5,35 to 44 years
2004-02-01,2,1,2004,2.7,35 to 44 years
2004-03-01,3,1,2004,2.2,35 to 44 years
2004-04-01,4,1,2004,2.0,35 to 44 years
2004-05-01,5,1,2004,2.1,35 to 44 years
2004-06-01,6,1,2004,2.4,35 to 44 years
2004-07-01,7,1,2004,2.0,35 to 44 years
2004-08-01,8,1,2004,2.2,35 to 44 years
2004-09-01,9,1,2004,2.2,35 to 44 years
2004-10-01,10,1,2004,2.2,35 to 44 years
2004-11-01,11,1,2004,2.0,35 to 44 years
2004-12-01,12,1,2004,1.1,35 to 44 years
2005-01-01,1,1,2005,1.8,35 to 44 years
2005-02-01,2,1,2005,1.7,35 to 44 years
2005-03-01,3,1,2005,1.9,35 to 44 years
2005-04-01,4,1,2005,2.0,35 to 44 years
2005-05-01,5,1,2005,1.6,35 to 44 years
2005-06-01,6,1,2005,2.0,35 to 44 years
2005-07-01,7,1,2005,2.2,35 to 44 years
2005-08-01,8,1,2005,1.9,35 to 44 years
2005-09-01,9,1,2005,1.7,35 to 44 years
2005-10-01,10,1,2005,2.4,35 to 44 years
2005-11-01,11,1,2005,1.6,35 to 44 years
2005-12-01,12,1,2005,1.7,35 to 44 years
2006-01-01,1,1,2006,1.1,35 to 44 years
2006-02-01,2,1,2006,1.8,35 to 44 years
2006-03-01,3,1,2006,1.3,35 to 44 years
2006-04-01,4,1,2006,1.5,35 to 44 years
2006-05-01,5,1,2006,1.6,35 to 44 years
2006-06-01,6,1,2006,0.9,35 to 44 years
2006-07-01,7,1,2006,1.5,35 to 44 years
2006-08-01,8,1,2006,1.4,35 to 44 years
2006-09-01,9,1,2006,1.3,35 to 44 years
2006-10-01,10,1,2006,1.1,35 to 44 years
2006-11-01,11,1,2006,1.2,35 to 44 years
2006-12-01,12,1,2006,1.4,35 to 44 years
2007-01-01,1,1,2007,1.6,35 to 44 years
2007-02-01,2,1,2007,1.2,35 to 44 years
2007-03-01,3,1,2007,1.7,35 to 44 years
2007-04-01,4,1,2007,1.5,35 to 44 years
2007-05-01,5,1,2007,1.4,35 to 44 years
2007-06-01,6,1,2007,1.3,35 to 44 years
2007-07-01,7,1,2007,2.5,35 to 44 years
2007-08-01,8,1,2007,2.3,35 to 44 years
2007-09-01,9,1,2007,1.3,35 to 44 years
2007-10-01,10,1,2007,1.3,35 to 44 years
2007-11-01,11,1,2007,1.2,35 to 44 years
2007-12-01,12,1,2007,1.2,35 to 44 years
2008-01-01,1,1,2008,1.1,35 to 44 years
2008-02-01,2,1,2008,1.4,35 to 44 years
2008-03-01,3,1,2008,1.4,35 to 44 years
2008-04-01,4,1,2008,1.6,35 to 44 years
2008-05-01,5,1,2008,1.3,35 to 44 years
2008-06-01,6,1,2008,2.0,35 to 44 years
2008-07-01,7,1,2008,2.5,35 to 44 years
2008-08-01,8,1,2008,3.0,35 to 44 years
2008-09-01,9,1,2008,2.3,35 to 44 years
2008-10-01,10,1,2008,2.0,35 to 44 years
2008-11-01,11,1,2008,1.8,35 to 44 years
2008-12-01,12,1,2008,2.5,35 to 44 years
2009-01-01,1,1,2009,2.8,35 to 44 years
2009-02-01,2,1,2009,2.9,35 to 44 years
2009-03-01,3,1,2009,2.7,35 to 44 years
2009-04-01,4,1,2009,3.9,35 to 44 years
2009-05-01,5,1,2009,4.0,35 to 44 years
2009-06-01,6,1,2009,4.2,35 to 44 years
2009-07-01,7,1,2009,3.9,35 to 44 years
2009-08-01,8,1,2009,3.6,35 to 44 years
2009-09-01,9,1,2009,4.0,35 to 44 years
2009-10-01,10,1,2009,4.0,35 to 44 years
2009-11-01,11,1,2009,3.0,35 to 44 years
2009-12-01,12,1,2009,2.9,35 to 44 years
2010-01-01,1,1,2010,3.8,35 to 44 years
2010-02-01,2,1,2010,2.9,35 to 44 years
2010-03-01,3,1,2010,3.2,35 to 44 years
2010-04-01,4,1,2010,3.0,35 to 44 years
2010-05-01,5,1,2010,3.1,35 to 44 years
2010-06-01,6,1,2010,3.9,35 to 44 years
2010-07-01,7,1,2010,3.7,35 to 44 years
2010-08-01,8,1,2010,3.8,35 to 44 years
2010-09-01,9,1,2010,3.4,35 to 44 years
2010-10-01,10,1,2010,2.8,35 to 44 years
2010-11-01,11,1,2010,3.4,35 to 44 years
2010-12-01,12,1,2010,3.1,35 to 44 years
2011-01-01,1,1,2011,3.5,35 to 44 years
2011-02-01,2,1,2011,4.4,35 to 44 years
2011-03-01,3,1,2011,4.2,35 to 44 years
2011-04-01,4,1,2011,3.1,35 to 44 years
2011-05-01,5,1,2011,3.2,35 to 44 years
2011-06-01,6,1,2011,2.8,35 to 44 years
2011-07-01,7,1,2011,2.7,35 to 44 years
2011-08-01,8,1,2011,3.3,35 to 44 years
2011-09-01,9,1,2011,3.7,35 to 44 years
2011-10-01,10,1,2011,3.3,35 to 44 years
2011-11-01,11,1,2011,3.2,35 to 44 years
2011-12-01,12,1,2011,3.0,35 to 44 years
2012-01-01,1,1,2012,2.8,35 to 44 years
2012-02-01,2,1,2012,3.3,35 to 44 years
2012-03-01,3,1,2012,2.7,35 to 44 years
2012-04-01,4,1,2012,2.5,35 to 44 years
2012-05-01,5,1,2012,2.0,35 to 44 years
2012-06-01,6,1,2012,2.4,35 to 44 years
2012-07-01,7,1,2012,4.7,35 to 44 years
2012-08-01,8,1,2012,4.2,35 to 44 years
2012-09-01,9,1,2012,2.9,35 to 44 years
2012-10-01,10,1,2012,2.6,35 to 44 years
2012-11-01,11,1,2012,2.3,35 to 44 years
2012-12-01,12,1,2012,3.8,35 to 44 years
2013-01-01,1,1,2013,3.3,35 to 44 years
2013-02-01,2,1,2013,4.0,35 to 44 years
2013-03-01,3,1,2013,3.0,35 to 44 years
2013-04-01,4,1,2013,2.7,35 to 44 years
2013-05-01,5,1,2013,3.5,35 to 44 years
2013-06-01,6,1,2013,3.7,35 to 44 years
2013-07-01,7,1,2013,3.6,35 to 44 years
2013-08-01,8,1,2013,2.3,35 to 44 years
2013-09-01,9,1,2013,1.8,35 to 44 years
2013-10-01,10,1,2013,1.8,35 to 44 years
2013-11-01,11,1,2013,2.1,35 to 44 years
2013-12-01,12,1,2013,1.8,35 to 44 years
2014-01-01,1,1,2014,1.7,35 to 44 years
2014-02-01,2,1,2014,2.3,35 to 44 years
2014-03-01,3,1,2014,2.6,35 to 44 years
2014-04-01,4,1,2014,2.8,35 to 44 years
2014-05-01,5,1,2014,2.5,35 to 44 years
2014-06-01,6,1,2014,2.4,35 to 44 years
2014-07-01,7,1,2014,3.0,35 to 44 years
2014-08-01,8,1,2014,3.1,35 to 44 years
2014-09-01,9,1,2014,2.8,35 to 44 years
2014-10-01,10,1,2014,2.4,35 to 44 years
2014-11-01,11,1,2014,2.0,35 to 44 years
2014-12-01,12,1,2014,2.2,35 to 44 years
2015-01-01,1,1,2015,1.9,35 to 44 years
2015-02-01,2,1,2015,1.7,35 to 44 years
2015-03-01,3,1,2015,1.6,35 to 44 years
2015-04-01,4,1,2015,2.0,35 to 44 years
2015-05-01,5,1,2015,2.5,35 to 44 years
2015-06-01,6,1,2015,3.0,35 to 44 years
2015-07-01,7,1,2015,4.0,35 to 44 years
2015-08-01,8,1,2015,2.3,35 to 44 years
2015-09-01,9,1,2015,1.7,35 to 44 years
2015-10-01,10,1,2015,2.1,35 to 44 years
2015-11-01,11,1,2015,1.8,35 to 44 years
2015-12-01,12,1,2015,1.4,35 to 44 years
2016-01-01,1,1,2016,1.5,35 to 44 years
2016-02-01,2,1,2016,1.5,35 to 44 years
2016-03-01,3,1,2016,1.7,35 to 44 years
2016-04-01,4,1,2016,1.6,35 to 44 years
2016-05-01,5,1,2016,2.1,35 to 44 years
2016-06-01,6,1,2016,2.4,35 to 44 years
2016-07-01,7,1,2016,2.2,35 to 44 years
2016-08-01,8,1,2016,3.0,35 to 44 years
2016-09-01,9,1,2016,2.6,35 to 44 years
2016-10-01,10,1,2016,1.9,35 to 44 years
2016-11-01,11,1,2016,1.7,35 to 44 years
2016-12-01,12,1,2016,1.5,35 to 44 years
2017-01-01,1,1,2017,1.9,35 to 44 years
2017-02-01,2,1,2017,1.8,35 to 44 years
2017-03-01,3,1,2017,2.1,35 to 44 years
2017-04-01,4,1,2017,2.1,35 to 44 years
2017-05-01,5,1,2017,2.0,35 to 44 years
2017-06-01,6,1,2017,2.2,35 to 44 years
2017-07-01,7,1,2017,2.2,35 to 44 years
2017-08-01,8,1,2017,1.8,35 to 44 years
2017-09-01,9,1,2017,1.2,35 to 44 years
2017-10-01,10,1,2017,0.9,35 to 44 years
2017-11-01,11,1,2017,0.9,35 to 44 years
2017-12-01,12,1,2017,1.1,35 to 44 years
2018-01-01,1,1,2018,1.5,35 to 44 years
2018-02-01,2,1,2018,1.7,35 to 44 years
2018-03-01,3,1,2018,1.8,35 to 44 years
2018-04-01,4,1,2018,1.7,35 to 44 years
2018-05-01,5,1,2018,1.6,35 to 44 years
2018-06-01,6,1,2018,2.2,35 to 44 years
2018-07-01,7,1,2018,2.8,35 to 44 years
2018-08-01,8,1,2018,2.5,35 to 44 years
2018-09-01,9,1,2018,1.2,35 to 44 years
2018-10-01,10,1,2018,1.5,35 to 44 years
2018-11-01,11,1,2018,1.4,35 to 44 years
2018-12-01,12,1,2018,1.7,35 to 44 years
2019-01-01,1,1,2019,1.6,35 to 44 years
2019-02-01,2,1,2019,0.9,35 to 44 years
2019-03-01,3,1,2019,1.0,35 to 44 years
2019-04-01,4,1,2019,1.1,35 to 44 years
2019-05-01,5,1,2019,1.0,35 to 44 years
2019-06-01,6,1,2019,1.6,35 to 44 years
2019-07-01,7,1,2019,1.7,35 to 44 years
2019-08-01,8,1,2019,2.1,35 to 44 years
2019-09-01,9,1,2019,0.9,35 to 44 years
2019-10-01,10,1,2019,1.4,35 to 44 years
2019-11-01,11,1,2019,2.0,35 to 44 years
2019-12-01,12,1,2019,1.9,35 to 44 years
2020-01-01,1,1,2020,1.9,35 to 44 years
2020-02-01,2,1,2020,1.2,35 to 44 years
2020-03-01,3,1,2020,2.6,35 to 44 years
2020-04-01,4,1,2020,5.1,35 to 44 years
2020-05-01,5,1,2020,3.8,35 to 44 years
2020-06-01,6,1,2020,4.1,35 to 44 years
2020-07-01,7,1,2020,4.5,35 to 44 years
2020-08-01,8,1,2020,4.0,35 to 44 years
2020-09-01,9,1,2020,2.5,35 to 44 years
2020-10-01,10,1,2020,2.9,35 to 44 years
2020-11-01,11,1,2020,2.6,35 to 44 years
2020-12-01,12,1,2020,2.3,35 to 44 years
2021-01-01,1,1,2021,2.3,35 to 44 years
2021-02-01,2,1,2021,3.2,35 to 44 years
2021-03-01,3,1,2021,3.3,35 to 44 years
2021-04-01,4,1,2021,2.5,35 to 44 years
2021-05-01,5,1,2021,2.1,35 to 44 years
2021-06-01,6,1,2021,2.4,35 to 44 years
2021-07-01,7,1,2021,2.9,35 to 44 years
2021-08-01,8,1,2021,1.4,35 to 44 years
2021-09-01,9,1,2021,1.1,35 to 44 years
2021-10-01,10,1,2021,1.1,35 to 44 years
2021-11-01,11,1,2021,1.3,35 to 44 years
2022-01-01,1,1,2022,3.5,35 to 44 years
2022-02-01,2,1,2022,1.3,35 to 44 years
2022-03-01,3,1,2022,1.9,35 to 44 years
2022-04-01,4,1,2022,1.8,35 to 44 years
2022-05-01,5,1,2022,1.5,35 to 44 years
2022-06-01,6,1,2022,2.4,35 to 44 years
2022-07-01,7,1,2022,2.8,35 to 44 years
2022-08-01,8,1,2022,2.0,35 to 44 years
2022-09-01,9,1,2022,1.3,35 to 44 years
2022-10-01,10,1,2022,1.1,35 to 44 years
2022-11-01,11,1,2022,0.8,35 to 44 years
2022-12-01,12,1,2022,1.0,35 to 44 years
2023-01-01,1,1,2023,1.6,35 to 44 years
2023-02-01,2,1,2023,1.0,35 to 44 years
2023-03-01,3,1,2023,1.3,35 to 44 years
2023-04-01,4,1,2023,1.8,35 to 44 years
2023-05-01,5,1,2023,1.5,35 to 44 years
2023-06-01,6,1,2023,2.1,35 to 44 years
2023-07-01,7,1,2023,2.3,35 to 44 years
2023-08-01,8,1,2023,2.3,35 to 44 years
2023-09-01,9,1,2023,1.5,35 to 44 years
2023-10-01,10,1,2023,2.1,35 to 44 years
2023-11-01,11,1,2023,1.4,35 to 44 years
2023-12-01,12,1,2023,1.7,35 to 44 years
2024-01-01,1,1,2024,1.8,35 to 44 years
2024-02-01,2,1,2024,1.4,35 to 44 years
2024-03-01,3,1,2024,1.5,35 to 44 years
2024-04-01,4,1,2024,1.8,35 to 44 years
2024-05-01,5,1,2024,1.7,35 to 44 years
2024-06-01,6,1,2024,2.6,35 to 44 years
2024-07-01,7,1,2024,2.5,35 to 44 years
2024-08-01,8,1,2024,2.2,35 to 44 years
2024-09-01,9,1,2024,2.0,35 to 44 years
2024-10-01,10,1,2024,2.0,35 to 44 years
2024-11-01,11,1,2024,2.1,35 to 44 years
2024-12-01,12,1,2024,2.4,35 to 44 years
2025-01-01,1,1,2025,2.6,35 to 44 years
2025-02-01,2,1,2025,2.1,35 to 44 years
2025-03-01,3,1,2025,1.9,35 to 44 years
2025-04-01,4,1,2025,1.1,35 to 44 years
2025-05-01,5,1,2025,1.7,35 to 44 years
2025-06-01,6,1,2025,2.4,35 to 44 years
2025-07-01,7,1,2025,3.1,35 to 44 years
2025-08-01,8,1,2025,2.8,35 to 44 years
2025-09-01,9,1,2025,1.6,35 to 44 years
2025-11-01,11,1,2025,2.1,35 to 44 years
2025-12-01,12,1,2025,2.3,35 to 44 years
2026-01-01,1,1,2026,2.5,35 to 44 years
2000-01-01,1,1,2000,1.7,45 to 54 years
2000-02-01,2,1,2000,1.4,45 to 54 years
2000-03-01,3,1,2000,1.2,45 to 54 years
2000-04-01,4,1,2000,1.2,45 to 54 years
2000-05-01,5,1,2000,0.5,45 to 54 years
2000-06-01,6,1,2000,1.6,45 to 54 years
2000-07-01,7,1,2000,2.0,45 to 54 years
2000-08-01,8,1,2000,2.3,45 to 54 years
2000-09-01,9,1,2000,2.0,45 to 54 years
2000-10-01,10,1,2000,1.8,45 to 54 years
2000-11-01,11,1,2000,1.2,45 to 54 years
2000-12-01,12,1,2000,1.1,45 to 54 years
2001-01-01,1,1,2001,1.1,45 to 54 years
2001-02-01,2,1,2001,1.3,45 to 54 years
2001-03-01,3,1,2001,1.0,45 to 54 years
2001-04-01,4,1,2001,1.1,45 to 54 years
2001-05-01,5,1,2001,1.7,45 to 54 years
2001-06-01,6,1,2001,2.0,45 to 54 years
2001-07-01,7,1,2001,2.5,45 to 54 years
2001-08-01,8,1,2001,2.9,45 to 54 years
2001-09-01,9,1,2001,2.1,45 to 54 years
2001-10-01,10,1,2001,2.9,45 to 54 years
2001-11-01,11,1,2001,2.6,45 to 54 years
2001-12-01,12,1,2001,1.6,45 to 54 years
2002-01-01,1,1,2002,1.9,45 to 54 years
2002-02-01,2,1,2002,2.1,45 to 54 years
2002-03-01,3,1,2002,1.4,45 to 54 years
2002-04-01,4,1,2002,2.2,45 to 54 years
2002-05-01,5,1,2002,2.6,45 to 54 years
2002-06-01,6,1,2002,4.1,45 to 54 years
2002-07-01,7,1,2002,4.1,45 to 54 years
2002-08-01,8,1,2002,4.0,45 to 54 years
2002-09-01,9,1,2002,3.6,45 to 54 years
2002-10-01,10,1,2002,1.9,45 to 54 years
2002-11-01,11,1,2002,2.1,45 to 54 years
2002-12-01,12,1,2002,2.4,45 to 54 years
2003-01-01,1,1,2003,2.6,45 to 54 years
2003-02-01,2,1,2003,1.7,45 to 54 years
2003-03-01,3,1,2003,2.9,45 to 54 years
2003-04-01,4,1,2003,3.5,45 to 54 years
2003-05-01,5,1,2003,2.6,45 to 54 years
2003-06-01,6,1,2003,2.5,45 to 54 years
2003-07-01,7,1,2003,2.2,45 to 54 years
2003-08-01,8,1,2003,2.7,45 to 54 years
2003-09-01,9,1,2003,2.7,45 to 54 years
2003-10-01,10,1,2003,2.4,45 to 54 years
2003-11-01,11,1,2003,2.5,45 to 54 years
2003-12-01,12,1,2003,2.4,45 to 54 years
2004-01-01,1,1,2004,2.8,45 to 54 years
2004-02-01,2,1,2004,2.7,45 to 54 years
2004-03-01,3,1,2004,2.7,45 to 54 years
2004-04-01,4,1,2004,2.5,45 to 54 years
2004-05-01,5,1,2004,2.8,45 to 54 years
2004-06-01,6,1,2004,1.9,45 to 54 years
2004-07-01,7,1,2004,3.2,45 to 54 years
2004-08-01,8,1,2004,3.0,45 to 54 years
2004-09-01,9,1,2004,2.5,45 to 54 years
2004-10-01,10,1,2004,2.2,45 to 54 years
2004-11-01,11,1,2004,1.9,45 to 54 years
2004-12-01,12,1,2004,1.9,45 to 54 years
2005-01-01,1,1,2005,2.1,45 to 54 years
2005-02-01,2,1,2005,2.3,45 to 54 years
2005-03-01,3,1,2005,2.3,45 to 54 years
2005-04-01,4,1,2005,2.6,45 to 54 years
2005-05-01,5,1,2005,2.4,45 to 54 years
2005-06-01,6,1,2005,2.4,45 to 54 years
2005-07-01,7,1,2005,3.1,45 to 54 years
2005-08-01,8,1,2005,2.1,45 to 54 years
2005-09-01,9,1,2005,2.0,45 to 54 years
2005-10-01,10,1,2005,2.0,45 to 54 years
2005-11-01,11,1,2005,1.3,45 to 54 years
2005-12-01,12,1,2005,1.2,45 to 54 years
2006-01-01,1,1,2006,1.2,45 to 54 years
2006-02-01,2,1,2006,1.4,45 to 54 years
2006-03-01,3,1,2006,1.6,45 to 54 years
2006-04-01,4,1,2006,1.8,45 to 54 years
2006-05-01,5,1,2006,1.6,45 to 54 years
2006-06-01,6,1,2006,1.6,45 to 54 years
2006-07-01,7,1,2006,2.6,45 to 54 years
2006-08-01,8,1,2006,2.1,45 to 54 years
2006-09-01,9,1,2006,2.3,45 to 54 years
2006-10-01,10,1,2006,1.4,45 to 54 years
2006-11-01,11,1,2006,1.2,45 to 54 years
2006-12-01,12,1,2006,1.2,45 to 54 years
2007-01-01,1,1,2007,1.7,45 to 54 years
2007-02-01,2,1,2007,1.5,45 to 54 years
2007-03-01,3,1,2007,1.8,45 to 54 years
2007-04-01,4,1,2007,0.9,45 to 54 years
2007-05-01,5,1,2007,1.1,45 to 54 years
2007-06-01,6,1,2007,1.4,45 to 54 years
2007-07-01,7,1,2007,2.1,45 to 54 years
2007-08-01,8,1,2007,1.6,45 to 54 years
2007-09-01,9,1,2007,1.4,45 to 54 years
2007-10-01,10,1,2007,2.2,45 to 54 years
2007-11-01,11,1,2007,2.5,45 to 54 years
2007-12-01,12,1,2007,1.9,45 to 54 years
2008-01-01,1,1,2008,2.6,45 to 54 years
2008-02-01,2,1,2008,1.7,45 to 54 years
2008-03-01,3,1,2008,1.4,45 to 54 years
2008-04-01,4,1,2008,1.5,45 to 54 years
2008-05-01,5,1,2008,1.8,45 to 54 years
2008-06-01,6,1,2008,2.3,45 to 54 years
2008-07-01,7,1,2008,2.5,45 to 54 years
2008-08-01,8,1,2008,2.4,45 to 54 years
2008-09-01,9,1,2008,2.4,45 to 54 years
2008-10-01,10,1,2008,2.2,45 to 54 years
2008-11-01,11,1,2008,3.4,45 to 54 years
2008-12-01,12,1,2008,3.9,45 to 54 years
2009-01-01,1,1,2009,3.6,45 to 54 years
2009-02-01,2,1,2009,4.2,45 to 54 years
2009-03-01,3,1,2009,4.5,45 to 54 years
2009-04-01,4,1,2009,3.2,45 to 54 years
